business_id,Date,Rating,Content,Review_auther,Review_image,Reactions,Replies,review_order,Eelite_status,check-in_status,business_name
"van-law-firm-las-vegas","""11/09/2021""",5,"I was Im a car accident and this lady tried to leave the scene then this lady had the audacity to try to say it was my fault. Then she tried Bribe me not to call the cops because of her legal status smh. I called my buddy, my Bestie, Karin late at night since I was scared and didn't know what to do. He helped me calm down, ensure the cops arrived, and came to the scene to comfort me. He introduced me to the attorneys at Van Law Firm and I had a wonderful experience with Attorneys Michael DiRenzo, Melinda Weaver, and of course Sandy Van. Her admin office was also great. I was able to get medical treatment for the injuries caused by the negligence of the crazy lady that hit me. My injury and recovery was process but definitely worth every moment. I'm glad that I can Always count on Karin and Van Law Firm where he works at . Again, I'm thankful for what Sandy and Karin did for me. Mil gracias!","{""Friends"":94,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/NmMxUSTvDMyMk0tpJAOE-Q/60s.jpg"",""Location"":""Las Vegas, NV"",""Photos"":22,""Reviews_made"":29,""URL"":""https://www.yelp.com/user_details?userid=YRiYB-uNSkzQXFYMVWL-PQ"",""Username"":""Cristina S.""}","null","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you, Cristina! Experiences like yours are far too common. I'm so glad we were able to help you feel comfortable as we always aim to deliver the highest quality results. We love to hear about these positive experiences. Thank you for sharing this feedback with us!"",""Date"":""13/09/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",9,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""24/06/2021""",5,"Im so glad i was able to work with Van Law firm they were the best in my case contacted me right away provided me with the best solution there possibly was always kept me updated on details so i was never left clueless on how my case was going honestly highly recommended to anyone","{""Friends"":0,""Location"":""Las Vegas, NV"",""Photos"":0,""Reviews_made"":1,""URL"":""https://www.yelp.com/user_details?userid=oYvdeJXCSGFlcK9AWTRDFg"",""Username"":""Edwin R.""}","null","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you Edwin for this awesome review. We really appreciate you for being a great client and helping to share the word about us. We're here for you anytime."",""Date"":""24/06/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",2,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""29/06/2021""",4,"Overall I had a positive experience with Van Law firm. Everyone was professional and pretty straightforward and the medical team I was sent to was excellent at getting me recovered fully. The only issue I had was the timeline. I was told it would be a shorter process and it did take a bit longer but I understand due to Covid things became complicated. Maryel was very helpful when I raised concerns about being paid in a timely manner and she got to work and sped up the payout process and I was much happier after that. I'd recommend Van law firm in the future. Thanks","{""Friends"":3,""Location"":""Fullerton, CA"",""Photos"":0,""Reviews_made"":5,""URL"":""https://www.yelp.com/user_details?userid=39wFBoKQH3daDDvxC_Qz2A"",""Username"":""David A.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":3,""Title"":""Oh no""}]","[{""Content"":""Thank you, David, for allowing us to take care of your case! It was a pleasure to work with you!"",""Date"":""30/06/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",10,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""15/03/2019""",5,"Best law firm EVER!!!!! They are incredibly quick and professional!!! Danny is the MAN!!!! Very satisfied with the outcome of my case!!! I recommend them 1000%!!!! Great job!!!!","{""Friends"":1,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/oHr6JDBPa1Otf5b4rhRZog/60s.jpg"",""Location"":""Las Vegas, NV"",""Photos"":0,""Reviews_made"":6,""URL"":""https://www.yelp.com/user_details?userid=2tg9QQvm1Mp7pB2y7I9FXw"",""Username"":""Sylvia L.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":3,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you soooo much!"",""Date"":""16/03/2019"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",8,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""15/04/2016""",5,"Once again this lady is amazing! I can't say enough how pleasant it is to have found a lawyer like Sandy Van! I was in desperate need of legal assistance which was outside of Sandys scope of practice. Sandy took time out of her busy schedule to jump right in and assist me and my family. What a kind hearted, caring and professional she is. Definitely a breath of fresh air! It's VERY hard to come by an attorney that cares for people like this.","{""Friends"":1337,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/OBtE6rJ3oR6YJz2ZFLDw4Q/60s.jpg"",""Location"":""Las Vegas, NV"",""Photos"":1,""Reviews_made"":16,""URL"":""https://www.yelp.com/user_details?userid=Zze7pFddaY9BE6qAXo3k2w"",""Username"":""Alisha B.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Sandy Van is a wonderful and caring lawyer! She treats people as if they are a good friend or even family. She takes the time to explain situations, and is not to proud to make a referral if it is outside of her scope of law practice! Love love love this Beautiful lady Lawyer!"",""Date"":""04/03/2014"",""Images"":[],""User_Image"":""https://s3-media0.fl.yelpcdn.com/photo/OBtE6rJ3oR6YJz2ZFLDw4Q/60s.jpg"",""Username"":""Alisha B.""}]",106,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""13/09/2021""",5,"I was in a car accident, and needed a attorney. Van Law firm was there for my everything need. Gabriel was a amazing attorney he listened to all my needs and took care of me. Daniel his assistant and Juan were very caring.  Gabriel did so much I can't say enough about him.","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/zpMNtilTEhFinDN7u6QIxA/60s.jpg"",""Location"":""Las Vegas, NV"",""Photos"":2,""Reviews_made"":6,""URL"":""https://www.yelp.com/user_details?userid=H6HVtkDBQR0VatWtpJN0gQ"",""Username"":""Donna S.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you Donna for this wonderful feedback. Here at Van Law Firm, we always try to accommodate our client's requests, and it was a pleasure to meet your way. Your feedback means a lot to us, and we are thrilled to receive your high praise for our friendly service. Thank you."",""Date"":""14/09/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",9,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""28/04/2021""",5,"Van Law Firm did good work with my case and was very responsive with any questions i had during the time of my medical treatment and any other questions referring to my accident. They were extremely helpful and were always on standby when i needed answers.","{""Friends"":551,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/kTJce3-onWk5phnFjz52Zg/60s.jpg"",""Location"":""Southwest, Las Vegas, NV"",""Photos"":3,""Reviews_made"":50,""URL"":""https://www.yelp.com/user_details?userid=-U81P8KvkEbl0-aJBGwetQ"",""Username"":""Neiman W.""}","null","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":2,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you, Neiman! We are thrilled to receive your high praise for our service and it helps us maintain an excellent standard of service to all our clients. Happy to know that we were able to answer all of your questions and help you resolve your problem as we always aim to deliver the highest quality results and make sure that all of our clients are kept up to date throughout the whole process. Thank you for entrusting us with your case. Please let us know if there's anything else we can do for you in the future."",""Date"":""28/04/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",3,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""20/07/2022""",5,"I got in an accident and was referred to Van Law Firm. Even though I was out of state, they still provided me the necessary services and guided me through the whole process. They always kept me up to date about my case and what to expect down the line. I found that very helpful and made the whole process quite stress free. I highly recommend their services.","{""Friends"":166,""Location"":""San Jose, CA"",""Photos"":0,""Reviews_made"":4,""URL"":""https://www.yelp.com/user_details?userid=3Gsjcg0yHhrjaia4SouMSw"",""Username"":""David C.""}","null","[{""Number"":2,""Title"":""Helpful""},{""Number"":1,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you so much for your kind words.  We were glad to be able to be of service."",""Date"":""23/08/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",5,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""30/03/2021""",5,"When I came to Van law firm immediately the office looked clean and organized. The decor was nice as well. I decided to go ahead and trust them. I regret nothing. Yesenia was my case manager but she handles herself as an attorney. Very respectable, very honest and straightforward. That's all I asked for from the very beginning...straightforward communication. Yesenia  and her team were not only pleasant to work with but they did a superb job. I got the max from the insurance company and settled in a timely fashion. Raises for all of you!! Thank you.","{""Friends"":78,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/OJGXCmvPpBK-m0sDvlJ_7g/60s.jpg"",""Location"":""North Las Vegas, NV"",""Photos"":1,""Reviews_made"":1,""URL"":""https://www.yelp.com/user_details?userid=7nwVYuJZBLUhL2XKKS-yMA"",""Username"":""Natalie C.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Natalie, wow! Thank you so much for this great review and for entrusting us with your case. Thank you for choosing Van Law Firm. It was indeed a pleasure serving you."",""Date"":""01/04/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",7,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""15/09/2022""",5,"My mother Lorena was recently in car crash and we were in need of a lawyer to help with our case. We heard about Van Law Firm through Yelp and other social medias. They did an amazing job and helped with our every need. This also did great with keeping us in the loop with periodic phone calls. I recommend to others who are in need of help.","{""Friends"":0,""Location"":""Las Vegas, NV"",""Photos"":0,""Reviews_made"":4,""URL"":""https://www.yelp.com/user_details?userid=XWBHN9fBf3YRRZTEYbUh9g"",""Username"":""Dilan E.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Aww thank you, Dilan.  What a heartfelt review."",""Date"":""21/09/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",8,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""22/05/2022""",5,"Van law did an awesome job with helping us with great doctors and working towards helping us get better!","{""Friends"":0,""Location"":""Las Vegas, NV"",""Photos"":0,""Reviews_made"":1,""URL"":""https://www.yelp.com/user_details?userid=6Cjx8rDI2MjoDUErEWc9aQ"",""Username"":""Isaiah A.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Isaiah, that is always the goal to be back in the same health as you were prior to the accident."",""Date"":""13/06/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",6,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""18/03/2019""",5,"Hopefully you never get in an accident but if you do , go with Van Law Firm. From the beginning they have been courteous and professional with me. I have a VERY hectic schedule. The took care of me after hours, got me in touch with the right doctors and asked for documents handled everything. They kept me up to date when ever changes happend and I let them do their job. I'm impressed because now that we are at the end they have done their job very well! Beyond my expectations!!","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/lfGb1_sIbIzEvwR-Yk2Vgg/60s.jpg"",""Location"":""Las Vegas, NV"",""Photos"":0,""Reviews_made"":5,""URL"":""https://www.yelp.com/user_details?userid=wn4RbuFckV8gxH4lnyXz3g"",""Username"":""Monica H.""}","null","[{""Number"":3,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you so much fr your kind words."",""Date"":""19/03/2019"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",2,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""28/02/2017""",5,"The staff is friendly , they worked hard to do what was best for me as a client ! I wouldn't go anywhere else . Everyone works so well together and they make sure you're well taken care of !","{""Friends"":6,""Location"":""The Strip, Las Vegas, NV"",""Photos"":0,""Reviews_made"":10,""URL"":""https://www.yelp.com/user_details?userid=UzI6wDp2FZs5M0VwwOUfBg"",""Username"":""Laura H.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you Laura, we were very pleased with the settlement as we got you the maximum amount on both policies.  It was also a very quick turn around."",""Date"":""28/02/2017"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",108,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""03/09/2022""",5,"When a person can stand up for you even if it takes awhile it's worth it. Van law actually cares. That's RARE today. This firm actually respects its clients and LISTENS to their complaints. I highly recommend them.","{""Friends"":0,""Location"":""Summerlin, Las Vegas, NV"",""Photos"":6,""Reviews_made"":12,""URL"":""https://www.yelp.com/user_details?userid=1jV25GGu-dM-2fUAjNH-GA"",""Username"":""K.W P.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""I can not recommend this firm based on my experience.  They didn't communicate fluently and scheduled meetings that they didn't attend."",""Date"":""09/05/2022"",""Images"":[],""Username"":""K.W P.""}]",4,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""23/09/2021""",5,"After an unfortunate accident, Van Law firm always had my back and was always able to answer my questions. I would definitely recommend. Krista and Adrianna are great and very helpful!","{""Friends"":0,""Location"":""North Las Vegas, NV"",""Photos"":0,""Reviews_made"":3,""URL"":""https://www.yelp.com/user_details?userid=4AjDfuIwNYqYaO3V3OyaJQ"",""Username"":""Moses S.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you, Moses for this kind rating. Glad that you came to us and that it was a great experience for you.Thank you for choosing Van Law Firm."",""Date"":""24/09/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",10,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""03/06/2021""",4,"Very friendly, all women owners business which is always awesome. They made each meeting quick and concise. There was no issues with anything at all. They meant what they said and delivered in a timely manner. Such a breeze with these women!","{""Friends"":0,""Location"":""Las Vegas, NV"",""Photos"":0,""Reviews_made"":4,""URL"":""https://www.yelp.com/user_details?userid=75uNkqn3puSdJSU5-19sDA"",""Username"":""Mia A.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you, Mia, for this feedback. We work really hard to meet expectations like yours and make our hearts beat to hear we hit the mark for you."",""Date"":""04/06/2021"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",4,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""20/12/2018""",5,"Van law firm one of the best.very professional and the best part they make u feel at home. Karin and ricardo were amazing threw out the who time. All or questions were always answered i felt like they always went the extra mile for us. Most definitely would recommend them to any one.","{""Friends"":0,""Location"":""College Park, Las Vegas, NV"",""Photos"":0,""Reviews_made"":1,""URL"":""https://www.yelp.com/user_details?userid=mkw43SvLb4nXUGX49tQvnA"",""Username"":""Susan M.""}","null","[{""Number"":3,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Awe thank you so much for your support."",""Date"":""03/07/2019"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",8,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""01/05/2023""",1,"The person I called through the website was hard to understand and very and the call was very muddled I was then told it was just a call center then they transferred me to Van Van.

When I asked their representative if they had done much dental malpractice he said they were just a referral firm and did not handle the case himself.

On top of that they wanted to know what state I was in and they were very difficult to understand.

I played by a three strike rule they made all three strikes. I decided to go back to the internet. There has to be a better way to find a good attorney.","{""Friends"":0,""Location"":""Lancaster, CA"",""Photos"":0,""Reviews_made"":1,""URL"":""https://www.yelp.com/user_details?userid=oAE77GG4NEepIpv_iJ2q6Q"",""Username"":""James R.""}","null","[{""Number"":3,""Title"":""Helpful""},{""Number"":1,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":691,""Title"":""Oh no""}]","[{""Content"":""James,\n\nThank you contacting our offices of Van Law Firm. We extend a sincere apology for the miscommunication you experienced with our Intake department. Our Intake representatives follow a series of questions to better assist callers who seek legal support.\n\nUnfortunately, there are times when we can’t take on a case, but we can make a recommendation to another law firm, which is why our intake representative asked for your location.\n\nWe appreciate your inquiry and wish you the best with your legal needs.\n\n\n-Van Law Firm"",""Date"":""17/11/2023"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",3,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""13/01/2022""",5,"Got into a car accident July 2020 and didn't think anything of being injured since the accident wasn't crazy. Turned out that I had a concussion, pretty bad neck and low back injuries that lead to some nerve and muscle problems. The firm helped me go the conservative route since I wanted to try physical therapy and chiro first before injections, loved that they respected my decision to try those first and educated me on the insurance precautions of everything. Since I went conservative my case took a lot longer than I had planned but it was worth it in the end. Karin and his team really pulled through for me in the end and got me a great settlement and back to as comfortable as I could be after the accident. Super responsive and willing to set time aside for questions and reassurance. Thank you everyone at Van Law Firm for being patient with me and my case for the last year!","{""Friends"":0,""Location"":""North Las Vegas, NV"",""Photos"":13,""Reviews_made"":3,""URL"":""https://www.yelp.com/user_details?userid=VZ_GxE-T5JFVFvj0-DFA0A"",""Username"":""Leilani C.""}","null","[{""Number"":3,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you so much Leilani.  What separates us from the rest is that we actually really do care about our clients.  Most of us at the firm have been involved in crashes and being the person injured is no joke.  Getting the care to get you back on your feet is important.  Getting a settlement that compensates you is also important.  Thank you for trusting us to handle your case. Attorney Sandy Van."",""Date"":""14/01/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",9,"","0 check-in","Van Law Firm"
"van-law-firm-las-vegas","""09/02/2019""",5,"I met with Sandy today and can say she is on the ball! She has a very good system in place to get cases settled quickly and efficiently. She is dedicated to her work and I would have no problem recommending her to anyone. I think she is the top tier personal injury lawyer in las vegas!","{""Friends"":506,""Location"":""Las Vegas, NV"",""Photos"":2,""Reviews_made"":22,""URL"":""https://www.yelp.com/user_details?userid=ZwUS0WCegB-lbgXnzbqr7g"",""Username"":""Larissa D.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you Larissa!"",""Date"":""16/06/2020"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/u7YPoV4_guq0em5-LggXYw/30s.jpg"",""Username"":""Sandy V.""}]",1,"","0 check-in","Van Law Firm"
